image_id,local_filename,image_url,sok_url,arkiv,serie,referenskod,datering,anmärkning,pid,referenskod_ead,arkivenhetstyp,titel,match_key,CLASS-1,CLASS-2,SCORE-1,SCORE-2
40005566_00248,40005566_00248.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00248/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00248,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00248,TEXT_HW,TEXT,1.0,0.0
40005566_00172,40005566_00172.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00172/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00172,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00172,TEXT_HW,TEXT,1.0,0.0
40005566_00086,40005566_00086.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00086/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00086,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00086,TEXT_HW,TEXT,1.0,0.0
40005566_00007,40005566_00007.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00007/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00007,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00007,TEXT_HW,LINE_HW,1.0,0.0
40005566_00067,40005566_00067.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00067/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00067,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00067,TEXT_HW,TEXT,1.0,0.0
40005566_00272,40005566_00272.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00272/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00272,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00272,TEXT_HW,TEXT,1.0,0.0
40005566_00120,40005566_00120.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00120/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00120,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00120,TEXT_HW,TEXT,1.0,0.0
40005566_00263,40005566_00263.jpg,https://lbiiif.riksarkivet.se/arkis!40005566_00263/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/40005566_00263,Göta Hovrätt,Brottmålsprotokoll,SE/VaLA/03825/01/A II/234,1842,SNL:s div,5cNcz5er5AB7KEWxno1lzE,SE/VaLA/03825/01/A II/234,"Detaljnivå: volym, karta/ritning etc.",1842,40005566_00263,TEXT_HW,LINE_HW,1.0,0.0
A0056930_00127,A0056930_00127.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00127/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00127,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00127,TEXT_HW,LINE_HW,0.782,0.217
A0056930_00195,A0056930_00195.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00195/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00195,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00195,TEXT_HW,LINE_HW,0.75,0.247
A0056930_00130,A0056930_00130.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00130/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00130,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00130,TEXT_HW,TEXT,0.997,0.002
A0056930_00153,A0056930_00153.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00153/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00153,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00153,TEXT_HW,LINE_HW,0.624,0.35
A0056930_00199,A0056930_00199.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00199/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00199,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00199,TEXT_HW,TEXT,1.0,0.0
A0056930_00069,A0056930_00069.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00069/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00069,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00069,LINE_HW,TEXT_HW,0.725,0.255
A0056930_00160,A0056930_00160.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00160/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00160,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00160,LINE_HW,TEXT_HW,0.501,0.295
A0056930_00201,A0056930_00201.jpg,https://lbiiif.riksarkivet.se/arkis!A0056930_00201/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056930_00201,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/41,1890,Finnes 1890 3/1-6/5. 32/66.,HtScqw1trH6cyG018W43t3,SE/GLA/12703/E IX/41,"Detaljnivå: volym, karta/ritning etc.",1890,A0056930_00201,TEXT_HW,LINE_HW,1.0,0.0
30002036_00063,30002036_00063.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00063/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00063,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00063,TEXT_HW,TEXT,1.0,0.0
30002036_00170,30002036_00170.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00170/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00170,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00170,TEXT_HW,TEXT,1.0,0.0
30002036_00010,30002036_00010.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00010/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00010,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00010,TEXT_HW,TEXT,1.0,0.0
30002036_00120,30002036_00120.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00120/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00120,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00120,TEXT_HW,TEXT,1.0,0.0
30002036_00087,30002036_00087.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00087/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00087,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00087,TEXT_HW,TEXT,1.0,0.0
30002036_00117,30002036_00117.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00117/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00117,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00117,TEXT_HW,TEXT,1.0,0.0
30002036_00069,30002036_00069.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00069/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00069,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00069,TEXT_HW,TEXT,1.0,0.0
30002036_00109,30002036_00109.jpg,https://lbiiif.riksarkivet.se/arkis!30002036_00109/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002036_00109,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/15,1883,,F78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/15,"Detaljnivå: volym, karta/ritning etc.",1883,30002036_00109,TEXT_HW,TEXT,1.0,0.0
30002039_00213,30002039_00213.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00213/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00213,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00213,TEXT_HW,TEXT,1.0,0.0
30002039_00202,30002039_00202.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00202/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00202,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00202,TEXT_HW,TEXT,1.0,0.0
30002039_00008,30002039_00008.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00008/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00008,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00008,TEXT_HW,TEXT,1.0,0.0
30002039_00096,30002039_00096.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00096/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00096,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00096,TEXT_HW,TEXT,1.0,0.0
30002039_00290,30002039_00290.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00290/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00290,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00290,TEXT_HW,TEXT,1.0,0.0
30002039_00021,30002039_00021.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00021/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00021,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00021,TEXT_HW,TEXT,1.0,0.0
30002039_00017,30002039_00017.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00017/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00017,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00017,TEXT_HW,TEXT,1.0,0.0
30002039_00058,30002039_00058.jpg,https://lbiiif.riksarkivet.se/arkis!30002039_00058/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002039_00058,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/18,1886,,Ft8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/18,"Detaljnivå: volym, karta/ritning etc.",1886,30002039_00058,TEXT_HW,TEXT,1.0,0.0
A0056939_00082,A0056939_00082.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00082/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00082,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00082,LINE_HW,TEXT_HW,0.96,0.038
A0056939_00166,A0056939_00166.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00166/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00166,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00166,TEXT_HW,TEXT,0.999,0.001
A0056939_00046,A0056939_00046.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00046/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00046,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00046,TEXT_HW,LINE_HW,0.825,0.16
A0056939_00215,A0056939_00215.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00215/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00215,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00215,TEXT_HW,LINE_HW,0.999,0.001
A0056939_00187,A0056939_00187.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00187/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00187,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00187,TEXT_HW,LINE_HW,0.787,0.212
A0056939_00093,A0056939_00093.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00093/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00093,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00093,LINE_HW,TEXT_HW,0.689,0.306
A0056939_00132,A0056939_00132.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00132/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00132,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00132,LINE_HW,TEXT_HW,0.857,0.125
A0056939_00114,A0056939_00114.jpg,https://lbiiif.riksarkivet.se/arkis!A0056939_00114/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/A0056939_00114,Göteborgs poliskammare före 1900,Inkomna uppgifter om utvandrade personer,SE/GLA/12703/E IX/50,1893,"Finnes 1893 3/1-28/4. 35/66, 36/66.",K7Scqw1trH6cyG018W43t3,SE/GLA/12703/E IX/50,"Detaljnivå: volym, karta/ritning etc.",1893,A0056939_00114,LINE_HW,LINE_MIX,0.828,0.168
30003116_00498,30003116_00498.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00498/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00498,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00498,TEXT_HW,LINE_HW,1.0,0.0
30003116_00277,30003116_00277.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00277/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00277,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00277,TEXT_HW,TEXT,1.0,0.0
30003116_00523,30003116_00523.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00523/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00523,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00523,TEXT_HW,LINE_HW,1.0,0.0
30003116_00032,30003116_00032.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00032/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00032,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00032,TEXT_HW,LINE_HW,1.0,0.0
30003116_00099,30003116_00099.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00099/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00099,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00099,TEXT_HW,LINE_HW,0.968,0.032
30003116_00474,30003116_00474.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00474/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00474,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00474,TEXT_HW,LINE_HW,1.0,0.0
30003116_00175,30003116_00175.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00175/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00175,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00175,TEXT_HW,LINE_HW,1.0,0.0
30003116_00216,30003116_00216.jpg,https://lbiiif.riksarkivet.se/arkis!30003116_00216/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30003116_00216,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/31,1899,,J78cqw1trH6cyG018W43t3,SE/GLA/12703/A II/31,"Detaljnivå: volym, karta/ritning etc.",1899,30003116_00216,TEXT_HW,TEXT,1.0,0.0
30002057_00128,30002057_00128.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00128/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00128,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00128,LINE_HW,TEXT_HW,0.978,0.021
30002057_00175,30002057_00175.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00175/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00175,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00175,LINE_HW,TEXT_HW,0.975,0.025
30002057_00077,30002057_00077.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00077/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00077,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00077,LINE_HW,TEXT_HW,0.964,0.036
30002057_00143,30002057_00143.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00143/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00143,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00143,LINE_HW,TEXT_HW,0.983,0.016
30002057_00067,30002057_00067.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00067/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00067,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00067,LINE_HW,TEXT_HW,0.983,0.017
30002057_00011,30002057_00011.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00011/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00011,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00011,LINE_HW,LINE_MIX,0.993,0.006
30002057_00043,30002057_00043.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00043/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00043,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00043,LINE_HW,TEXT_HW,0.985,0.008
30002057_00142,30002057_00142.jpg,https://lbiiif.riksarkivet.se/arkis!30002057_00142/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002057_00142,Göteborgs poliskammare före 1900,Journaler över inländska resande,SE/GLA/12703/D IV a/36,1841,,RtCcqw1trH6cyG018W43t3,SE/GLA/12703/D IV a/36,"Detaljnivå: volym, karta/ritning etc.",1841,30002057_00142,LINE_HW,TEXT_HW,0.978,0.022
30002050_00196,30002050_00196.jpg,https://lbiiif.riksarkivet.se/arkis!30002050_00196/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002050_00196,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/29,1897,,Id8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/29,"Detaljnivå: volym, karta/ritning etc.",1897,30002050_00196,TEXT_HW,LINE_HW,1.0,0.0
30002050_00162,30002050_00162.jpg,https://lbiiif.riksarkivet.se/arkis!30002050_00162/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002050_00162,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/29,1897,,Id8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/29,"Detaljnivå: volym, karta/ritning etc.",1897,30002050_00162,TEXT_HW,TEXT,1.0,0.0
30002050_00181,30002050_00181.jpg,https://lbiiif.riksarkivet.se/arkis!30002050_00181/full/max/0/default.jpg,https://sok.riksarkivet.se/bildvisning/30002050_00181,Göteborgs poliskammare före 1900,Detektiva polisens rapportböcker,SE/GLA/12703/A II/29,1897,,Id8cqw1trH6cyG018W43t3,SE/GLA/12703/A II/29,"Detaljnivå: volym, karta/ritning etc.",1897,30002050_00181,TEXT_HW,TEXT,1.0,0.0
